ADA2	chr22	17660191	17662466
ADA2	chr22	17662709	17662912
ADA2	chr22	17663493	17663651
ADA2	chr22	17669228	17669337
ADA2	chr22	17670831	17670922
ADA2	chr22	17672572	17672700
ADA2	chr22	17684452	17684663
ADA2	chr22	17687960	17688180
ADA2	chr22	17690245	17690613
ADA2	chr22	17700245	17700463
ADAR	chr1	154554533	154557519
ADAR	chr1	154557692	154557820
ADAR	chr1	154558228	154558341
ADAR	chr1	154558656	154558839
ADAR	chr1	154560600	154560734
ADAR	chr1	154561026	154561149
ADAR	chr1	154561844	154561938
ADAR	chr1	154562232	154562404
ADAR	chr1	154562659	154562885
ADAR	chr1	154569280	154569471
ADAR	chr1	154569598	154569743
ADAR	chr1	154570303	154570452
ADAR	chr1	154570877	154571061
ADAR	chr1	154573516	154575102
ADAR	chr1	154580467	154580724
ALPK1	chr4	113218498	113218625
ALPK1	chr4	113236956	113237008
ALPK1	chr4	113298833	113299054
ALPK1	chr4	113303553	113303708
ALPK1	chr4	113332982	113333181
ALPK1	chr4	113345099	113345159
ALPK1	chr4	113346820	113346907
ALPK1	chr4	113347622	113347699
ALPK1	chr4	113348725	113348821
ALPK1	chr4	113350304	113350409
ALPK1	chr4	113351603	113353737
ALPK1	chr4	113356303	113356457
ALPK1	chr4	113359639	113359802
ALPK1	chr4	113360841	113361028
ALPK1	chr4	113362072	113362261
ALPK1	chr4	113362358	113363764
ARPC5	chr1	183595327	183596729
ARPC5	chr1	183599595	183599772
ARPC5	chr1	183602216	183602298
ARPC5	chr1	183604651	183605076
ATAD3A	chr1	1447522	1447853
ATAD3A	chr1	1451391	1451468
ATAD3A	chr1	1452546	1452792
ATAD3A	chr1	1453095	1453155
ATAD3A	chr1	1454300	1454370
ATAD3A	chr1	1455520	1455686
ATAD3A	chr1	1455927	1455997
ATAD3A	chr1	1458123	1458279
ATAD3A	chr1	1458890	1458947
ATAD3A	chr1	1459218	1459344
ATAD3A	chr1	1459652	1459777
ATAD3A	chr1	1460619	1460671
ATAD3A	chr1	1461840	1461911
ATAD3A	chr1	1463074	1463242
ATAD3A	chr1	1464602	1464711
ATAD3A	chr1	1469305	1470067
ATRIP	chr3	48501185	48501315
ATRIP	chr3	48501508	48501818
ATRIP	chr3	48502107	48502198
ATRIP	chr3	48502759	48502844
ATRIP	chr3	48505143	48505280
ATRIP	chr3	48505439	48505531
ATRIP	chr3	48505980	48506061
ATRIP	chr3	48506229	48506482
ATRIP	chr3	48506885	48507708
ATRIP	chr3	48508028	48509044
C2orf69	chr2	200775978	200776494
C2orf69	chr2	200789784	200792996
CDC42	chr1	22379119	22379235
CDC42	chr1	22404921	22405076
CDC42	chr1	22405198	22405374
CDC42	chr1	22408214	22408287
CDC42	chr1	22412931	22413041
CDC42	chr1	22413161	22413359
CDC42	chr1	22417920	22419436
DDX58	chr9	32455299	32457416
DDX58	chr9	32459368	32459512
DDX58	chr9	32466287	32466439
DDX58	chr9	32467759	32467930
DDX58	chr9	32472972	32473063
DDX58	chr9	32476980	32477129
DDX58	chr9	32480216	32480352
DDX58	chr9	32481337	32481495
DDX58	chr9	32485172	32485277
DDX58	chr9	32487468	32487631
DDX58	chr9	32487942	32488201
DDX58	chr9	32488731	32488885
DDX58	chr9	32489341	32489449
DDX58	chr9	32491298	32491418
DDX58	chr9	32492388	32492536
DDX58	chr9	32493758	32493940
DDX58	chr9	32498309	32498564
DDX58	chr9	32500802	32500937
DDX58	chr9	32502520	32502734
DOCK11	chrX	117629871	117630036
DOCK11	chrX	117676687	117676804
DOCK11	chrX	117676888	117676978
DOCK11	chrX	117677473	117677556
DOCK11	chrX	117679285	117679355
DOCK11	chrX	117679983	117680079
DOCK11	chrX	117695345	117695480
DOCK11	chrX	117699967	117700145
DOCK11	chrX	117700536	117700616
DOCK11	chrX	117702041	117702125
DOCK11	chrX	117706285	117706426
DOCK11	chrX	117707768	117707981
DOCK11	chrX	117712487	117712610
DOCK11	chrX	117714059	117714142
DOCK11	chrX	117718697	117718820
DOCK11	chrX	117719003	117719080
DOCK11	chrX	117722099	117722284
DOCK11	chrX	117722375	117722441
DOCK11	chrX	117724172	117724265
DOCK11	chrX	117727176	117727300
DOCK11	chrX	117731393	117731515
DOCK11	chrX	117731992	117732079
DOCK11	chrX	117733101	117733191
DOCK11	chrX	117739200	117739319
DOCK11	chrX	117742034	117742104
DOCK11	chrX	117742193	117742319
DOCK11	chrX	117743240	117743312
DOCK11	chrX	117744234	117744381
DOCK11	chrX	117748654	117748738
DOCK11	chrX	117749562	117749674
DOCK11	chrX	117752512	117752691
DOCK11	chrX	117758501	117758618
DOCK11	chrX	117761466	117761542
DOCK11	chrX	117762125	117762235
DOCK11	chrX	117764341	117764453
DOCK11	chrX	117770308	117770375
DOCK11	chrX	117772042	117772090
DOCK11	chrX	117773397	117773540
DOCK11	chrX	117775152	117775268
DOCK11	chrX	117777419	117777557
DOCK11	chrX	117782907	117783090
DOCK11	chrX	117785926	117786040
DOCK11	chrX	117788564	117788780
DOCK11	chrX	117788866	117788924
DOCK11	chrX	117796648	117796755
DOCK11	chrX	117804985	117805108
DOCK11	chrX	117809898	117810012
DOCK11	chrX	117810553	117810700
DOCK11	chrX	117814444	117814655
DOCK11	chrX	117815020	117815211
DOCK11	chrX	117815656	117815757
DOCK11	chrX	117817041	117817180
DOCK11	chrX	117819650	117820123
DPP9	chr19	4675243	4676668
DPP9	chr19	4679846	4679958
DPP9	chr19	4682707	4682850
DPP9	chr19	4683488	4683641
DPP9	chr19	4684674	4684821
DPP9	chr19	4685637	4685783
DPP9	chr19	4688768	4688904
DPP9	chr19	4689581	4689734
DPP9	chr19	4690889	4690969
DPP9	chr19	4694672	4694835
DPP9	chr19	4695389	4695567
DPP9	chr19	4697562	4697663
DPP9	chr19	4700227	4700289
